ID,Name,Position,Company,qr_encrypted,EncryptedQR
77,Rosa Torres,HR Specialist,FutureLink,gAAAAABoUsiRQv8GMObm36J8cBkV2NcD5o1B2T-Uzt8bBelR8yCupgsZXeqogZ5Cq6dz-Z1zAWWt4ao0GvyTRqmuCd5KIz4MpBZcRkvRMvMTGY0ZbtX1Yq2lYU_WKIsRqYEZGjxtuzGBK1KIWKJs_69oSt3XbmcaKgm_bJkk-LitrJS3r52Wl5Y=,gAAAAABoUtfmooyc81642nb8arzuz6XxkE6Fax52hzCHn2-ao-LdjCjGqqMD6TmAGHINH9-OVBBjYfoQj7JOIb7_gBjJ6O3KJOiObU5atAdwR8H6D2n5iru-0Wkh-yT8GgArXbNlI7Lbcfqao4AZs2JbK8S-j_i3BmsBmQvfZjqz07z3E5BvbzM=
78,Maria Mendoza,Admin Staff,FutureLink,gAAAAABoUsiRSHQRWk1sUtoctWjMo4tk32iH5p6o_g-RkDTy0C57n6DVNsUwFBlSOA7jfDckuJzQpzyJgTtS8WZaiHczWdq5rbPRoexyBvtr-RJnyvKQHtsI-sqn_fsbAmB3S6QN6FvHfPvLYapu87mAnwbRL1CMvaIVaIK7073QCTrAPLnDojc=,gAAAAABoUtfmTodT4egHZLxeZVJhmkvnP4dJPuA7ZAlDmPTqUSPT4KwokPK4ybW1yYCcHf8ECUGINMcTmztmcNgCuj4bLtqBblj4yAGmFCdcUVD3CxMDyIOq6hSvkvEtZD1vJRy3ZoqZikzqutrogfSAHUvApvL5SaujFxu2VOcBbFcUuR5Xx5E=
79,Ana Santos,Finance Analyst,FutureLink,gAAAAABoUsiRyF6h2L3v9qd5NJILsakJTcZHLg8Hc6UJ_qkEHPiyQ9bUSIqCB8nTNBSL1hyhvFkAV-bw2WoGgnTDjsaOjY71sLbA_Yh5ggr-J3g6-ctqEYXeR6xl9kooNgExElavJQIz16et20kFXs6r1hjBZSXSk4GvCM6DcCgSc0325RgfqOk=,gAAAAABoUtfmBIB2VhhVEv3Fe-cevJ1_oZ4BlKeybmH5wLMB7hrNanXI2fSr0u-9wyV4J5YUCWT95hnuhkv92lBSQo8SUjJow_DnOYuzNmiHPstLQB_UlrfPxgk5O_yeOGlduuRoj-wQ6KPOUW4aWHWaCYCxi9mY-rDMusr_fCbqP6ViuO-6ZNg=
80,Pedro Mendoza,Sales Associate,QuickServe,gAAAAABoUsiR1Bx93sT4Va6JmIqgtbhQrPYLa-DAejxxurA7wi1ty_UpMm6fABLEFXP8pCwuE4wQl6Rs2j34GRD_5sEvasYN79MI-a4vPlkNvqFQ7eeCUXBDSxoKv0nXVfBZuPjTA11QMo02AxjIXtQmrHxLn3qTFzylrnk3CNaDjS-PQ6spSkw=,gAAAAABoUtfmQwc17KBFIte1mUQapycyD6uymn9K-N70YcNCvyaDAzamvIa1HHGzG7z2a5WsSmFtk4y8uVLKbX6mtgxZ7Emg4k7uvsjunzx3UYJbOK7cq6XGLWTSxPZELhyuljP55uBTDJO_eY5HGRplY1xkF8lh0CGE6FkBlduGHAsC1WjLTU4=
81,Juan Castro,IT Assistant,QuickServe,gAAAAABoUsiRy3hKs-vIELFBDw7xcwbr7ajjIBTvDo6o5aWy-mtBUgQddsWEzYfkA2uXvzxhjNG8j6tIveI0f7j2Rsb8PYsNGV7O_W6xp9iZ_QETnOAf34CaNw0-Clg48jwBQ_CNVvW7a8yJiiDyoEXXhWT_JABdirzklVs-J3NnrMqja0Wb_4E=,gAAAAABoUtfmEaWE55Nxb50Zr72Xm51GBhZ5ed_cWEbG8Gq92SvXStYpSZPtJhz5Dhyfkn5YKyDrjP-7BCRj1VvI6JL5OuFnP8tIxvxthRXAkM2MUhmGzXL0BTHSkp-zjSz_WJmAZAI-H6zkb8DBt0uh5O4y9CtqLXn_ZGH6Q90tLdKg83IvEyM=
82,Miguel Ramos,Developer,QuickServe,gAAAAABoUsiRAQi26NHRCDMKwtxgpix8egAMZVcjUKtgjkhSy0L9dvAL8GK-Dw4zWR0yB3TqLJHhOMkiXA2Sy7D1s0u_h0nIrWySTPc-aYudY8hrpVBQrlC8NNPFc8iAEDpug7YZXq4HSzTaAASa47idE3hIjwcP7w==,gAAAAABoUtfmaBJ1qG10-7MisfJGLIg5hhTRMRNOpE8V29aFS5m7y8bYVarnr9DcbSee_hM64_y1az-FtKpE3vWkCbci0oHyPFK_NphQlaEpCBuZ2As18Qt_2dc7fXZBes_ckjJI8bL9nvOOkQrh7ZzPC9kniT1rPA==
83,Pedro Torres,HR Specialist,TechSolutions Inc.,gAAAAABoUsiR-8h3so5NWqsqcNvUVzsFYRByKrFRJ5rhzTj6OYLJ3YPsL7_0ak8bR2h1yKaVme7rYvapSxmeNUCxd_XntFxnO72xmPMGQ_3Eq1vtrHsbqCPvGdiWGT3s8p6ycB0DCrrm8JzpU03TaSwCUpnT36J4auUSHUhWNFWyXCfgSr1VxQI=,gAAAAABoUtfmOv_UTr3hblkQuv39f1gvHD0jQ0CwGpJdM8wdRn34cTYkh1e3JR7fk-N1Fr0mv7y5DSRK7jEZ9WYXuKfIaeb7T71fS4pDUg6IJDdJH1CA44cj2b3dWd76XA4Z88Yci26ig6NJSUWyg1h_jOf6coV7dtCIWeB03SjUGzyc1BHkf3w=
84,Ana Reyes,Admin Staff,GlobalCorp,gAAAAABoUsiRBly0CEQJPYsJrdc6-X-1yWMQKBL25laOS84nEfjmLGA94TE4ZGKd0SpcKeSl30sYgxdSi4blt0BTmGiYn1KZWplT-oHANtK0m6xFkD_AZfmeAMDJLHdHoVOhW5mq-Lji-7yVjzTwWHDLKkyUfn97lg==,gAAAAABoUtfm7G5xL6ohocUITieEzXROCRVqi5_SILzuzcN2t37Hw1IUWPA7e0rZfQbkYIXSg-qrM0nntlUJhjMSKWb757LYXS17yLMakt2otIowDWqkixMIjiTLt0tu4OWn_CDQ7u6KmGKA22oiNrnm-Zuu0YiGbg==
85,Ana Castro,Data Analyst,FutureLink,gAAAAABoUsiRjlj_5X1aafTRwqY7HEcX-saZ_-mdyhH_cNP8cRcsk0ocZp3iusJ_DdsZywdoP8KRfN03sC9lf3PMqxwYxcnnqf6mCEhUXcXVvBijcawFMlvfd0xYvtCxU2ze6Tz3V0cW-WgOy7xiHCxQVjGMjatYEA==,gAAAAABoUtfmDjw9BmAxRjoQVgFquhq72Lk7SB0OGwSy12TtI2aSeWJuw2YUPKiKUt_2Ivdk6VFSkHQCWqtbI5NjEJyyn5uUyqvtqsVq--_4rIvC4E0WhlOcBLiqWbIJ3H8NAHbJbZjpVUtaQB0Zf0yMiKM6JtbxBg==
86,Ana Dela Cruz,Admin Staff,MetroBank,gAAAAABoUsiRn1p8uwglzRpl8yDfLKhlFkIDab4FKzmRlANzJR4FFXXRf7iVFIT9jd5KFPkE3iBqlGnRX6qxkkPCVDZFlpWiDkg9Y1F3yaOr-Xx2C8pWmu_MZoqAtg4rtg9oXF96WQgxOqLRtJgWCn6eHim5DEiSyp-40qC4HBllyCs5hW7AGU0=,gAAAAABoUtfm7yfD0t9iJA6PLCHYrIEkhzrKaAduCwfMqmxFUn4aiuHSIKiK--0XSzWuerGMG3hsP0C4D__C8JkRZJwsijTPZ9iwh9XKY_hwBcTN8CBnQPVyjb28Z8Nf-0FjT9pZXJ9XLpYcB9yM_siGxXg-5bFWKGSxsYsxpBvoNgv378IeKL0=
87,Ana Mendoza,Developer,Innovatech,gAAAAABoUsiRVJhwrNdtgOYWk-dHhANFomHwp4V0_9hM5UIWQLAUy1QkossyO3WZgYIMRdTYPqwYuEqKTwvavQRNDUXgsrdKE2eLBa-donqxi2ylP5-8cj7RjxfDJaJAXTjBMsH_5zn4Ksl84fpddZDswNy98AvaUA==,gAAAAABoUtfm-_lX-E_qJ606BBGCDA82Vc6buO18IYBt_jwPwA2qBlj18hSrMpy1C_pZ8jPlFV4gn0m0Z-GNP7AOgwq1-Vq8j4toPXUnejp54ThHc82rzVsDfBsrbVLYNc1t6LJrlLM1rp7OjzDPyk4nr37zGVJZoQ==
88,Luisa Reyes,IT Assistant,DataWorks,gAAAAABoUsiRTDEnJ-twKizTOMGMkQ3f3ZPmPvsWysNL7gg-za6m2HAf9wTSd-j7rZdTrZr9cJasyaf0P8lbtzoL2-cuIa-lgTeQzOjjc-dankyir6evH0vGM_6kRwumh1O7Z_R3a3EnoVYIwthKdFJVWl422JTUoQ==,gAAAAABoUtfmBrQCCbT4qroOp-GS2L0z64cxZjU6eedRRokPCRKwwz8xaog1Yj_k8Q6nI5fbaCJ0s9Kvh3js8uLjC0W2JHn620BFUQ5TnN3Ruk5kpLx0d1rUf1HzRtpGqi4Bzev1DRFG4kMhhDyx69Y-2mY14mjO8A==
89,Ana Flores,Developer,GlobalCorp,gAAAAABoUsiRlSJ0WDUflZ2RJANrZVL1E1gRxhdtJNMCiKQBA2JpJaD5YdBeoRDcsxfMhdgVIqcM7OKbOh2dSQSa3xxrD_51hRkBXU6qtrXKbLsLlu6rOTMWQRiEnp7dN13-XWQ-eG-7g8coV3xDoDMp8EZ-CLrybQ==,gAAAAABoUtfmSIwdPT6EVYJ64fUJWiIRuMDHY3_iGLSG-TXCFuKuAGduapY6jd6DOHZPk1XwdXde1rhhE-BWhSrdm3ENg_gLdOEEeQmfufe9JrC59Rkn61WE1F_T_yGyLjnpP3jOBRr102aoO6j1ZahPkSgjzuyXWw==
90,Jose Mendoza,Data Analyst,NextGen Systems,gAAAAABoUsiR19R52NyjH-xysN1yVmrlPkWA1OXkigfUScdh2LNDGnFv7ry1jeKev0SUQLXqi0BO836aKW7hC4qrJWQc4JA2qnvGGK3WuP2c9GOgqAFHbZ9VhxPHpplEp5wLyamqhPHCn4HB_xRVbDIV0oNZ3uD6re4vOd9EcEWj81UrCV2wT8E=,gAAAAABoUtfmDZtduIU83Y5AjzioVlsxrbqQSPdkjSulprmyIAeSBgoA_k_hjTv2NFOxbv3NkIefFGDurp07_VfTH9P68V259q0Y7E6arpRpaDJQhzeWIAWCyTyMv6_jRWy-JMPlkX23JqN6rHyo6zmxo3vfcV39LV7ZOV3vi_FrCm-Jiw1tcEE=
91,Carlos Gomez,Engineer,TechSolutions Inc.,gAAAAABoUsiRR6IH1jUrP-FDhMeJ3IqYILHW2a_VGxggrd645A3E_p7AgY3FCVmpPUa81dtGONN6B6J2JSxUHvQuWEqiPkIKex__yL6RUlMWWC-2yJFqItc2SFtK3HDkIKs8Yy0V6uIEeGWlI26JlJFvxw1wwmrsIH5Cz4fcd5ds6zcN3Mu0Y9M=,gAAAAABoUtfmXrIVtBbRqdBgVCmdfq_9oAikjQX-HMZ096hacs3mpTN8YUvtKt48hQEAG4xaphSYt0rr9Ow_jiPRAf2F78cEYYS9WxtB_aZZmcXMaR0uuKECJP9rWTcxeLxLQmoTSYwbDvMzoLNSgcffTwA0N3IjAaHCHzvTwbt9CPtZON4_eUo=
92,Pedro Flores,Marketing Officer,FutureLink,gAAAAABoUsiRvTon0mk7S71dPw1fD-twTbFAFzyKXRAIwB5QiE8Yc03nXsy-Tdu13oqL9J_3tzyHqxmTTxAsX1jG6fYAk3kr6ym1YuVJH2dv-jmQwXanCHGm-Oc_z1DWiInsKk_BAPIJ_a84hfT21C_W8abi3CRCYwbFGYJOw5QugwtWUE9i6wY=,gAAAAABoUtfmDmhEcD2fXq9bHEDXUkTSzOLSbXvkCd5kpX2fGjjowRrn7bSwMyf8ArLEhScnEh_A66S7NJibaXyBuUDyAFqmPdcjDNKdeyuN9g9dszMhNO9uExImNicikSQGznLM5Ye32YpjLMrsborfBz530Vf12IEy05nTGxJPgoRG8IMPLm4=
93,Miguel Ramos,Sales Associate,NextGen Systems,gAAAAABoUsiRTc3DBzBMDzhyuDsaA6qS3dbRczk7uWunxCTXO6MzU39Q5idaGhtmBRYBhrmDVN3zocP8g8i3dCPocrlxVHrUM5GuLJl9D1arGH-8rLlTmEHP6_RZklQjL1Za092LE4wAVkv8axs4e_pc6rpOgGW0s4lXjQ3o_usp3ebY8WB0-Cw=,gAAAAABoUtfmrxM5NNMwpP5CDqpZE2uxzanwnnTMBGyXpMBNclNca9VhCvJTcmyrR4sJEb791QEN6BTXKDubkJ8q5Ev6gejjPAnri2GY6uMwovJ0AU-ru5mmr-IkLf-5N7cqUP-aDJMTViWdo43D4SOK6XBG8CLB6b2U697oHyih4NtO0Hwg2ww=
94,Luisa Ramos,Engineer,NextGen Systems,gAAAAABoUsiRZJcJ8kYou9GUdFjrgV2ELyK__SXN8DwYFknxFZMsJ2f9kA8MqFjyQHgKYOUtq5NM8TPw8LmgNkYBUn_IX9KCiXUrozrZLTcrY1rsH9hD3MUSPMb5eaEXDFjfsfDo552sR55fNntS7vJ1b6dSMGoPWojmO3UISn7GGzloK6Xxtis=,gAAAAABoUtfm7P9A20DqWs6fSlTK_-Um4Ah32SDdg-aCNM-5AuUO3NGC4e46wIomij8sxB7QG44HHqj-mHbX0wZ1bTlVBUzBzEj87lYl1Xki--OPhZRNq8eZ30Buth9gO7bBfOcw4e9A2LPCNwTfKGgKTk7m3altHZt1TqHfPDZMntFuNDKLvbY=
95,Luisa Gomez,HR Specialist,TechSolutions Inc.,gAAAAABoUsiRwgMZQ-6ofgob3tHFzofQgQOuy5FG8PjsT-9gE2u3Imx8Lb-STnHQdQe5irymwOEmSN_gCuOflVKDLyUkTwikQ-UXPClVgJB_fr-JTTkWR4LAXBL7HXpTv3sThvZbnWI77Sp6Uaww5yOOBCIImkhpBd8rJ25NA70jNjB2B-3Ys0A=,gAAAAABoUtfmRshFSzc8PxKi3i2WQtUa5kOD8Ca1O8EfzatQgtEACq3lC8ijIWaU1gUBXzf_2JKoZm9oeOENKWEeSq3TuOr9EKfBtWMpIJL3p46zYS5XgZrgbEgUJSK3261dBT4iXSdKWPYUUCDcJxu0sP3ngdVDJxZ3CH8fdxTqHRsbKyzTsl8=
96,Pedro Castro,Data Analyst,GlobalCorp,gAAAAABoUsiRc0dRCJMYh9o4ebDhtIY_nU-hlNI2DmDUpzvk0nVUYDpeprKgscZ9HrRVgNLHt64LBwo80CkF_niaWOhIGPQQ5583B4vXIVnz1F9rAiWU8tSdU7H7F_OaKLcueOMYATqP2CDVt_QB98v6nrf1R-E-krX8i1J3AiKDj-fSDTr8ptk=,gAAAAABoUtfmciZy-CDLBRSNJEr8eQ2PIzu4I8yEN_0xUc7XA5myaHwqjYaQxuB_u6zPHH8cXZJdZp3jF-Wteag-1C1wc5VGWMsFhggjmKldA3tvfg9cYiF2mdAHX2bvFh6IiY3kWjcF82M0pavEMjdyu5Ag5DgIjeeKRvwV766UAgAJPYnV4eE=
97,Ana Lopez,Sales Associate,FutureLink,gAAAAABoUsiRyBbGVQKVrEVlhYVUPvDDF8T2XJgcKtEM8b00oUixErpxYZbXQXkVij6oXRxLdKG-6DBtIf5gJmAEkwJlFAf6aFL22LLGizV2FrNfV7FtRsJy6O7BQZtKk16tD6x0oY1MX66cCgYYc-G4tFGUsmCsbgcDMhKsG640xCZuoN6aw9w=,gAAAAABoUtfm7-z26nnHqIJyJmezZBEXycWujHfs5WKJ6civQBWW0I0HmogbAX0-ixbvCIaBToKimfQvd3fhKDZZ-gbElE2x970zjrWKa1e5Cen2scmGF9_afoo93ERxSKazGs7OpSsIe7GVXv64v3ABgTu3A8Sm__VsByzmdvF_zixyNgMZmzo=
98,Juan Dela Cruz,Sales Associate,Innovatech,gAAAAABoUsiRYj8Glxb4U0WLXiAiyx1Nw_FVKBnA-qh_NBZrZlLa6Tr0uq_z_zQeGkb7k2bdqijzIjVbZWXijxu6OOaoGWnnhA8zuKree-ubcpUx7NZ3HW1gzS4SX_1uGPccl8ZooX5RNCYN7HHKMZF8PwiwF47DumynPXUUj44VDs_2q1edqco=,gAAAAABoUtfmd8QheoyXxYB51DIwSajfNkmGOab3r95cdJIKYMTLGld-l5paVAu05uj00i4t4BGUYo-N85Ljqh1qSypWVQ1rW-hTUCkbN-z56mHjciK-ZiPZXWjECTrIN2HINx9oj4hHQgyBOZbEQG4qH_PjnznygkSIzWaL_6hBKYtCKPBxA-g=
99,Miguel Mendoza,Marketing Officer,GlobalCorp,gAAAAABoUsiR5KIcn_mSWIZ825DPg2rFGg21tUp0nVZocxCTyeE67ygEeS9DBLfnpcjCMwVgcdU-Ywm-bvxPxmlqEW3Gp_HTBOu-J_XtF_me6XbS9eUfKXp6BUSW4h1RqJ7nEz7bXIfNXWhD2nZ04c8hvu0SSNvqUVaDEgpKVGwdBc94wiykxuY=,gAAAAABoUtfmPU1t2wMOOVb5FhEJJerCX_lidwpJ0hC6lSh7ho1LhiVJAH2qvvBFKZ506Qir_1VyYGEAS1-GMXtc80gnmnfShuQC7Bi1ArfBnvMONe5Kx0h_L-gFldbKfmXrlYOqQkqvlvt8QBEO1r2J7j0OxaT7f2roDdDKojA-sLUu_kYcqqw=
100,Jose Ramos,Project Manager,TechSolutions Inc.,gAAAAABoUsiR9eYvRnZ680cgns7wE5zn3l5AEK3NxD67NHwv_3Kfp8KITsEnV-38IDkNpUYmMCfutSdeXznv-GMFxtIAV460F_fQ7jj_Y3YnQF2jqqIEJW17Bl2JCm3PUy5-1DqrK-m-BxxXSBtgwpTpDx6o0cEg3cekCnZAC57ll1HUDsLIggk=,gAAAAABoUtfmDsw0aTpENscq18EITVobvIax-JgAME7NGYcrSI-LU3q3U3Wr2EEEqNJckhMUWq05xUBlbjLq69hYOgPfcvo9-wB9DKlqE_68h16pDDpZ8XD2dsf3c4MXG9nCfRQH1_NZ53Sy0iTxvy4h_NCe6BKDtgvM_6Two9PwFNpjsDqZQdQ=
